answer,pySATEN2,rVAD,inaSpeechSegmenter,Silero_vad,WhisperX
3.904306,3.5949999999999998,,,3.8,3.811
1.24,1.22,,1.0,1.2,1.195
3.0985988,3.0549999999999997,,3.54,3.1,3.203
2.564172,2.535,,,2.5,2.528
5.008212,4.65,,,5.0,4.942
2.23962,2.2350000000000003,,,2.2,2.208
4.699027,4.340000000000001,,,4.6,4.739
1.765,1.87,,2.0,1.9,1.853
4.0991765,4.07,,4.82,4.1,4.182
2.052816,2.22,,,2.2,2.191
4.996749,4.930000000000001,,,4.9,5.009
2.048107,2.205,,,2.2,2.174
4.916676,4.9,,,5.0,5.482
1.0725,1.25,,1.44,1.1,1.094
6.8511119,6.215000000000001,,7.44,6.9,6.865
1.649852,1.66,,,1.7,1.651
10.907597,10.844999999999999,,,10.9,10.797
2.099971,2.29,,,2.1,2.107
10.042177,9.129999999999999,,,10.0,10.493
1.25,1.275,,,1.2,1.246
5.375,5.12,,,5.5,5.549
2.002924,1.9749999999999999,,,2.0,1.988
8.285222,8.065,,,8.4,8.367
2.27628,2.2600000000000002,,,2.2,2.258
8.115322,6.680000000000001,,,8.2,8.637
1.3583431,1.345,,2.16,1.4,1.364
4.2757,4.245,,5.04,4.4,4.317
1.933356,1.89,,,1.9,1.921
5.536088,5.49,,,5.6,5.718
2.251698,2.2150000000000003,,,2.2,2.225
5.996372,5.925000000000001,,,6.1,6.443
1.015,1.03,,,1.0,0.993
2.1396541,1.7850000000000001,,,2.3,2.393
1.560383,1.57,,,1.5,1.533
3.107832,2.875,,,3.3,3.237
1.375623,1.605,,,1.3,1.364
2.792235,2.4749999999999996,,,2.9,3.102
0.97,0.9949999999999999,,0.0,1.0,0.942
2.6700574,2.645,,3.24,2.8,2.933
1.948624,1.925,,,1.9,1.887
4.203187,3.94,,,4.3,4.351
1.620505,1.615,,,1.6,1.6
3.866213,3.6399999999999997,,,4.0,4.03
1.2281709,1.3,,,1.3,1.28
3.4510908,3.235,,,3.6,3.642
1.850708,1.855,,,2.0,1.904
4.913277,4.590000000000001,,,5.1,5.313
2.073914,2.1050000000000004,,,2.2,2.174
4.989498,4.285,,,5.1,5.431
0.935,0.99,,1.26,1.0,0.959
3.2029587,2.895,,3.68,3.4,3.524
2.125123,2.2100000000000004,,,2.2,2.208
5.365179,5.385000000000001,,,5.6,5.667
1.855224,1.895,,,1.9,1.887
4.777064,4.775,,,5.0,5.33
1.475,1.485,,,1.5,1.465
3.5393526,3.3899999999999997,,,3.7,3.878
2.343879,2.3150000000000004,,,2.3,2.292
5.039589,5.025,,,5.2,5.127
2.319334,2.31,,,2.3,2.292
5.142049,5.03,,,5.3,5.667
1.24,1.33,,,1.3,1.246
3.6514839,3.6399999999999997,,,3.8,3.912
2.365449,2.4050000000000002,,,2.4,2.36
5.674643,5.325,,,5.8,6.106
1.542842,1.705,,,1.6,1.567
4.990037,4.705,,,5.1,5.532
1.0402677,1.175,,1.8800000000000001,1.2,1.178
8.145,8.03,,8.92,8.3,8.114
2.48398,2.5000000000000004,,3.94,2.8,2.562
12.880895,12.629999999999999,,12.540000000000001,13.0,13.261
1.711192,1.91,,3.08,2.0,1.769
11.961004,11.565,,7.58,12.2,12.535
1.66,1.695,,,1.7,1.702
3.715,3.51,,,3.7,3.878
1.3986,1.435,,,1.5,1.465
4.174094,3.945,,,4.3,5.009
1.912932,2.0450000000000004,,,2.0,1.988
4.637151,4.41,,,4.7,5.06
1.585,1.59,,,1.7,1.651
3.959845,3.96,,,4.1,4.047
1.637077,1.635,,,1.8,1.617
4.700389,4.6850000000000005,,,4.9,6.123
1.571429,1.59,,,1.7,1.583
4.767882,4.28,,,5.0,5.431
1.715,1.705,,,1.7,1.702
3.7766602,3.7449999999999997,,,4.0,3.895
2.177704,2.1550000000000002,,,2.1,2.14
4.972158,4.890000000000001,,,5.1,5.127
1.618608,1.595,,,1.6,1.55
4.315637,4.25,,,4.5,4.975
1.605,1.6300000000000001,,1.54,1.6,1.617
3.965,3.935,,4.68,4.1,4.064
2.313542,2.31,,,2.3,2.292
5.308085,5.32,,,5.4,5.684
1.873674,1.885,,,1.9,1.853
4.931917,4.235,,,5.1,5.667
1.6950001,1.685,,,1.7,1.685
5.230759,5.075,,,5.4,5.397
2.199976,2.1700000000000004,,,2.2,2.174
6.947677,6.545000000000001,,,7.1,7.102
2.117563,2.2550000000000003,,,2.1,2.09
7.002401,6.075,,,7.0,7.473
1.24,1.255,,,1.2,1.229
2.7852418,2.755,,,2.9,3.153
1.795918,1.785,,,1.8,1.786
3.995362,3.92,,,4.1,4.115
1.950853,1.9949999999999999,,,1.9,1.938
4.245351,4.12,,,4.3,4.469
1.36,1.52,,1.34,1.5,1.415
3.9348652,3.885,,4.42,4.0,4.047
2.32449,2.415,,,2.4,2.427
5.641409,5.285,,,5.6,5.6
1.705304,1.745,,,1.8,1.718
5.129296,4.49,,,5.1,5.566
1.26,1.3,,,1.2,1.229
3.0247698,2.985,,,3.1,3.271
2.346376,2.3400000000000003,,,2.3,0.048
4.790202,4.69,,,4.9,4.891
2.112718,2.1700000000000004,,,2.1,2.056
4.485882,4.220000000000001,,,4.6,4.79
1.1149294,1.17,,,1.2,1.162
2.8912669,2.835,,,3.0,3.018
2.044675,2.055,,,2.2,2.056
4.509941,4.340000000000001,,,4.6,4.537
1.999188,2.0250000000000004,,,2.1,2.039
4.414966,4.37,,,4.5,4.452
1.455,1.465,,,1.5,1.448
3.601802,3.59,,,3.8,3.878
1.879726,1.895,,,1.9,1.904
4.673124,4.6450000000000005,,,4.9,4.908
2.050626,2.1,,,2.1,2.14
4.785491,4.720000000000001,,,4.9,5.144
1.51,1.495,,1.6600000000000001,1.5,1.499
4.8599485,4.875,,5.72,5.0,5.043
1.792049,1.745,,,1.8,1.752
6.37897,6.19,,,6.5,6.545
1.773105,1.905,,,1.8,1.735
6.085288,6.095000000000001,,,6.2,6.629
1.54,1.555,,2.48,1.5,1.533
6.9496431,6.815,,6.78,7.2,7.22
2.178124,2.185,,,2.2,2.191
11.386212,11.389999999999999,,,11.6,11.573
1.989517,2.0100000000000002,,,2.0,1.988
9.363892,8.29,,,9.5,9.92
1.36,1.395,,1.36,1.4,1.448
4.0772498,3.915,,4.84,4.2,4.199
1.750862,1.8,,,1.9,1.853
5.447619,5.165,,,5.6,5.735
1.723927,1.795,,,2.5,1.82
5.300996,5.025,,,5.4,5.465
0.83,0.835,,,0.8,0.773
1.6669818,1.62,,,1.8,2.022
1.902037,1.91,,,1.9,1.887
3.068478,3.065,,,3.3,3.473
1.345925,1.345,,,1.3,1.347
2.394293,2.3249999999999997,,,2.5,3.035
1.5650001,1.605,,,1.6,1.6
3.8135747,3.75,,,4.0,3.98
2.194687,2.18,,,2.2,2.174
4.932213,4.905,,,5.1,5.144
2.360164,2.41,,,2.4,2.427
5.274925,5.2,,,5.4,5.363
1.175,1.21,,,1.2,1.178
4.0556007,3.81,,,4.3,4.233
1.535528,1.55,,,1.6,1.567
5.103401,4.7250000000000005,,,5.3,5.363
1.978991,1.965,,2.62,2.0,1.955
5.642027,5.255000000000001,,6.16,5.9,6.19
1.715,1.77,,,1.8,1.735
7.2238653,6.99,,,7.4,7.338
1.84059,1.93,,,2.0,1.955
9.982313,9.65,,,10.1,10.088
1.916304,1.9,,,2.0,1.921
8.849768,8.53,,,8.6,9.599
1.6395041,1.655,,,1.6,1.634
4.1557972,4.16,,,4.3,4.385
2.219539,2.1950000000000003,,,2.2,2.191
5.553187,5.58,,,5.7,5.768
2.075324,2.1050000000000004,,,2.0,2.022
5.417071,5.175000000000001,,,5.6,6.055
1.46,1.475,,,1.4,1.415
3.2065668,3.195,,,3.3,3.389
2.663946,2.64,,,2.7,2.63
4.968707,4.675000000000001,,,5.1,5.347
1.708342,1.81,,,1.7,1.685
3.987107,3.34,,,4.1,4.604
1.58,1.56,,,1.6,1.55
2.8213236,2.8249999999999997,,,3.0,3.187
1.770975,1.73,,,1.8,1.752
3.410614,3.4299999999999997,,,3.5,3.457
2.523258,2.515,,,2.5,2.495
4.178123,3.925,,,4.3,4.756
2.06,2.0700000000000003,,,2.1,2.073
3.9251509,3.7399999999999998,,,4.0,4.047
1.710884,1.785,,,1.8,1.803
4.126468,3.8449999999999998,,,4.3,4.233
2.31378,2.325,,,2.3,2.343
4.642117,4.365,,,4.8,4.908
1.905,1.905,,1.9000000000000001,1.9,1.87
7.4012215,7.085,,7.42,7.5,7.456
1.726077,1.705,,,1.7,1.702
9.188871,8.725,,,9.3,9.599
1.78427,1.8,,,1.8,1.769
9.081825,8.635,,,9.2,9.295
1.56,1.595,,,1.8,1.6
3.5002176,3.46,,,3.6,3.541
2.221253,2.1950000000000003,,,2.2,2.242
4.840248,4.775,,,4.8,4.739
1.80871,1.83,,,1.9,0.031
4.434749,4.33,,,4.4,4.486
2.4,2.4600000000000004,,2.64,2.5,2.461
4.5188362,4.53,,5.12,4.7,4.688
2.270151,2.2550000000000003,,,2.3,2.242
5.154019,4.94,,,5.3,5.296
1.715014,1.745,,,1.8,1.735
4.459075,4.25,,,4.7,4.672
1.2337219,1.24,,,1.2,1.246
3.9279264,3.9299999999999997,,,4.1,4.047
2.359787,2.3400000000000003,,,2.3,2.326
6.614321,6.29,,,6.9,6.882
1.910229,2.2500000000000004,,,1.9,1.87
5.681251,5.205,,,5.8,6.325
1.75,1.8,,,1.8,1.82
4.3128921,4.260000000000001,,,4.5,4.418
2.299546,2.3850000000000002,,,2.4,0.031
5.780568,5.5,,,6.0,6.005
1.686002,1.715,,,1.7,1.752
5.052402,4.045,,,5.2,5.144
1.565,1.6,,1.54,1.6,1.6
7.3515395,7.115,,6.8,7.5,7.54
2.604574,2.6300000000000003,,5.48,2.7,2.613
12.35889,11.955,,7.86,12.1,12.603
1.769672,1.805,,,1.8,1.82
9.449219,8.594999999999999,,,9.6,9.97
2.27,2.3000000000000003,,2.88,2.4,2.309
4.646788,4.62,,4.42,4.8,4.79
2.35129,2.33,,,2.4,2.326
5.38479,5.405,,,5.1,6.055
1.856049,1.89,,,1.9,1.921
4.738671,4.275,,,4.9,4.891
1.8360114,1.86,,6.32,1.8,1.82
7.7784156,7.775,,7.96,8.0,7.928
1.585101,1.56,,,1.6,1.567
10.269789,10.2,,,10.4,10.561
2.282629,2.345,,,2.3,2.275
9.748382,9.405,,,9.9,10.156
1.375,1.445,,,1.4,1.415
3.1738156,3.165,,,3.5,3.355
1.844728,1.855,,,1.9,1.82
4.13334,4.135000000000001,,,4.3,4.469
1.922475,1.955,,,2.0,1.955
4.113729,3.395,,,4.3,4.165
1.6270142,1.635,,,1.6,1.6
3.0500271,3.0549999999999997,,,3.2,3.203
1.746114,1.72,,,1.7,1.702
3.681343,3.46,,,3.8,3.828
1.820862,2.015,,,1.8,1.803
3.650658,3.405,,,3.8,3.693
2.165,2.16,,,2.1,2.157
5.2512979,5.275,,,5.4,5.515
2.221613,2.2100000000000004,,,2.2,2.191
6.22185,5.875,,,6.4,6.781
1.780952,1.85,,,1.8,1.735
5.587314,4.92,,,5.7,6.038
1.13,1.13,,,1.1,1.094
2.928459,2.9099999999999997,,,3.1,3.322
1.957503,1.925,,,1.9,1.938
4.479005,4.385000000000001,,,4.6,4.705
2.105215,2.1,,,2.1,2.09
4.383198,4.090000000000001,,,4.5,4.57
1.265,1.375,,1.4000000000000001,1.7,1.347
3.2595794,3.26,,3.7800000000000002,3.5,3.625
1.981136,1.97,,,2.0,1.972
4.678267,4.65,,,4.9,5.768
1.746032,1.92,,,1.9,1.904
4.414655,4.375,,,4.5,4.638
1.175,1.255,,,1.2,1.212
2.739168,2.685,,,2.9,2.9
1.682297,1.72,,,1.7,1.702
3.799573,3.79,,,4.0,4.081
1.780141,1.86,,,1.8,1.837
3.756463,3.425,,,3.9,3.963
1.3930372,1.405,,1.4000000000000001,1.5,1.432
4.8135972,4.82,,4.16,4.9,4.942
2.068556,2.0700000000000003,,,2.2,2.09
7.394557,7.37,,,7.6,7.507
1.767196,1.75,,3.68,1.8,1.752
6.393472,6.16,,6.96,6.5,6.983
1.83,1.8800000000000001,,,1.9,1.837
3.9853798,3.925,,,4.1,4.199
1.999042,2.015,,,2.0,1.972
4.927418,4.62,,,5.1,5.093
2.040363,2.0700000000000003,,,2.0,2.005
4.764948,4.04,,,4.6,4.975
1.535,1.6300000000000001,,1.8,1.5,1.516
6.1205931,6.115,,6.12,6.2,6.173
2.329952,2.3150000000000004,,3.18,2.3,2.309
8.555087,8.24,,8.1,8.5,8.519
1.890963,2.02,,,1.9,1.887
7.898945,7.140000000000001,,,8.0,8.468
1.59,1.585,,1.72,1.6,1.583
6.7023436,6.4,,6.5,6.7,6.697
1.686168,1.67,,2.84,1.7,1.668
9.836286,9.45,,8.76,9.7,9.785
2.271083,2.2500000000000004,,,2.2,2.242
8.709909,7.735,,,8.6,8.722
1.515,1.51,,,1.5,1.482
3.2415385,3.23,,,3.4,3.423
2.115193,2.115,,,2.1,2.107
4.584761,4.32,,,4.7,4.807
2.615811,2.6100000000000003,,,2.6,2.579
5.002055,4.8950000000000005,,,5.0,5.482
2.1099999,2.1100000000000003,,,2.1,2.107
4.4158641,4.425000000000001,,,4.5,4.503
1.724097,1.705,,,1.7,1.718
5.390216,5.5,,,5.5,5.532
1.806823,1.81,,,1.8,0.031
5.175304,4.8950000000000005,,,5.3,5.718
1.535,1.6,,1.52,1.6,1.55
3.0752844,3.08,,3.72,3.3,3.406
1.690472,1.68,,,1.7,1.685
3.737435,3.7449999999999997,,,3.9,3.963
2.221125,2.225,,,2.3,2.225
4.219514,3.855,,,4.4,4.84
1.235,1.285,,,1.3,1.28
3.102207,2.835,,,3.2,3.102
1.431263,1.47,,,1.5,1.499
3.976056,3.7449999999999997,,,4.0,3.929
1.899262,1.895,,,2.0,1.955
4.306241,3.6149999999999998,,,4.3,4.283
1.29,1.3,,,1.3,1.246
2.925,2.905,,,3.1,3.187
1.52026,1.5,,,1.5,0.031
3.902382,3.8899999999999997,,,4.0,4.3
2.329859,2.3000000000000003,,,2.7,2.309
4.487766,3.9899999999999998,,,4.6,4.84
0.925,0.945,,,0.9,0.892
2.2623324,2.1599999999999997,,,2.4,2.343
1.676406,1.665,,,1.7,1.651
3.530495,3.36,,,3.7,3.642
1.955556,1.9800000000000002,,,2.0,1.955
3.632173,3.55,,,3.8,3.727
1.9950491,1.985,,1.78,2.0,1.988
5.4347603,5.165,,5.18,5.5,5.414
1.986081,1.955,,,2.0,1.938
6.835022,6.265000000000001,,,7.0,7.068
2.343001,2.3350000000000004,,,2.3,2.326
6.920009,6.2250000000000005,,,7.0,7.439
1.58,1.645,,1.5,1.6,1.6
4.4375133,4.415,,5.14,4.6,4.621
1.674525,1.675,,,1.7,1.685
5.300588,5.3100000000000005,,,5.5,5.583
2.04851,2.035,,,2.0,2.005
5.607413,4.815,,,5.7,6.038
1.6799999,1.86,,,1.9,1.87
5.2485224,5.260000000000001,,,5.3,5.482
1.661382,1.9,,,2.2,2.292
7.445807,6.800000000000001,,,7.1,7.895
2.267721,2.435,,,2.3,2.393
7.019102,6.4750000000000005,,,7.2,7.473
1.665,1.695,,1.7,1.7,1.685
4.9534838,4.695,,5.84,5.1,5.11
1.924805,1.945,,,2.0,1.938
6.744671,6.29,,,6.9,6.798
2.430399,2.41,,2.2600000000000002,2.4,2.41
6.419673,6.0600000000000005,,5.68,6.6,6.629
2.2449999,2.2350000000000003,,,2.2,0.031
4.4619379,4.41,,,4.7,4.672
1.845846,1.825,,,1.8,0.031
4.41602,4.425000000000001,,,4.6,4.705
1.941522,1.955,,,1.9,1.921
4.585266,4.49,,,4.7,4.672
1.5549999,1.565,,,1.5,1.516
4.6692698,4.66,,,4.9,4.823
2.09558,2.0700000000000003,,,2.1,2.073
6.54392,6.180000000000001,,,6.7,6.882
1.877041,1.87,,,1.9,1.853
5.870511,5.4,,,6.0,6.292
1.8049255,1.805,,,1.8,1.786
3.3589433,3.3899999999999997,,,3.5,3.473
1.24904,1.24,,,1.2,1.195
3.2489,3.28,,,3.4,3.794
2.571184,2.5500000000000003,,,2.5,2.528
4.484828,4.29,,,4.7,4.621
1.985,1.97,,1.76,2.0,1.972
6.785,6.745,,6.6000000000000005,6.9,7.152
1.630906,1.6,,,1.6,1.617
8.666423,8.395,,,8.8,8.789
2.250848,2.22,,,2.2,2.208
8.526029,7.915,,,8.7,8.705
2.4100001,2.45,,,2.5,0.031
4.4358479,4.425000000000001,,,4.6,4.722
1.378301,1.39,,,1.4,1.364
3.746485,3.6999999999999997,,,3.9,5.009
2.054636,2.0650000000000004,,,2.1,2.056
4.410298,4.245,,,4.5,4.621
1.5549999,1.65,,,1.6,1.6
4.0089718,3.98,,,4.2,4.182
1.980006,1.9800000000000002,,,2.1,2.107
5.717007,5.7250000000000005,,,5.9,5.971
1.709334,1.79,,,1.9,1.803
5.383486,4.825,,,5.5,5.971
1.16,1.21,,,1.2,1.162
2.6617308,2.655,,,2.8,2.866
1.558156,1.55,,,1.6,1.55
3.47401,3.225,,,3.6,3.608
1.702914,1.75,,,1.8,1.752
3.704918,3.655,,,3.8,3.895
1.235,1.23,,1.04,1.2,1.229
6.2660307,6.255000000000001,,6.36,6.3,6.292
1.555471,1.535,,,1.5,1.448
6.637326,6.49,,,6.8,7.0
2.653937,2.62,,,2.6,2.613
7.098866,6.94,,,7.2,7.422
1.855,1.8800000000000001,,,1.9,1.87
4.7364376,4.720000000000001,,,4.8,4.807
1.646774,1.64,,,1.6,1.617
4.486674,4.485,,,4.6,4.655
2.217717,2.2550000000000003,,,2.2,2.208
4.739892,4.6850000000000005,,,4.8,4.756
1.905122,1.865,,,1.9,1.87
12.940064,12.445,,,13.0,13.058
1.434545,1.395,,,1.9,1.432
10.496145,10.5,,,10.6,10.612
1.909675,2.555,,,1.9,1.887
12.058234,12.075,,,12.1,12.265
2.8900001,2.8750000000000004,,,2.9,2.849
7.4914261,7.260000000000001,,,7.6,7.726
1.7161,1.84,,,1.7,1.718
8.001619,7.640000000000001,,,8.2,9.295
2.150971,2.2800000000000002,,,2.1,2.157
8.366841,7.405,,,8.4,9.042
1.47,1.475,,,1.4,1.448
3.4005762,3.35,,,3.6,3.524
1.04263,1.035,,,1.0,1.027
3.507029,3.3699999999999997,,,3.7,3.862
1.786823,1.8,,,1.8,1.752
4.233914,3.4499999999999997,,,4.4,4.621
1.23,1.415,,,1.2,1.246
3.9318122,3.955,,,4.1,4.098
1.514144,1.575,,,1.6,1.55
5.324775,5.365,,,5.5,5.684
2.04402,2.2300000000000004,,,2.3,2.225
5.678892,5.705,,,5.8,6.14
2.1600001,2.1950000000000003,,,2.2,2.157
5.2937635,5.12,,,5.3,5.414
1.934357,1.985,,,2.0,1.972
6.50858,6.285,,,6.7,6.899
2.237508,2.2500000000000004,,,2.2,2.208
6.517311,5.79,,,6.6,6.832
1.5599999,1.565,,,1.5,0.031
4.2076996,4.17,,,4.3,4.283
1.97551,1.955,,,2.0,0.031
5.165511,5.180000000000001,,,5.3,5.532
2.20839,2.1900000000000004,,,2.2,2.191
5.449607,4.96,,,5.6,5.667
2.1600001,2.1700000000000004,,2.1,2.2,2.191
6.0220619,5.98,,5.78,6.2,6.106
1.722569,1.705,,,1.8,1.718
6.608707,6.140000000000001,,,6.8,6.815
2.197124,2.205,,2.08,2.2,2.242
7.173222,6.65,,7.8,7.3,7.827
1.795,1.78,,2.34,1.8,1.769
5.4500257,5.42,,5.26,5.6,5.684
1.898612,1.87,,,1.9,1.887
7.542857,7.25,,,7.7,7.692
2.091008,2.115,,,2.1,2.039
7.247085,6.44,,,7.3,7.827
1.485,1.59,,,1.5,1.499
5.0670029,5.045,,,5.2,5.195
2.100697,2.1100000000000003,,,2.1,2.107
7.38322,7.385000000000001,,,7.6,7.827
1.562096,1.91,,,1.6,1.533
6.395004,5.340000000000001,,,6.5,7.068
1.0383248,1.045,,1.2,1.1,0.031
5.3792497,5.390000000000001,,6.22,5.5,5.6
1.346939,1.345,,1.2,1.4,1.381
8.153138,8.18,,7.12,8.3,8.418
1.938087,1.94,,,2.0,0.031
7.698178,6.6850000000000005,,,7.9,7.895
1.21,1.22,,,1.2,1.212
7.1028523,6.7,,,7.2,7.237
2.267443,2.2550000000000003,,,2.3,2.275
12.128909,11.915,,,12.3,12.451
2.666789,4.095,,,2.7,2.697
11.171746,10.545,,,11.3,11.945
1.005,1.085,,,1.1,1.077
3.8563178,3.84,,,3.9,3.929
1.575919,1.615,,,1.7,1.634
5.861678,5.565,,,6.0,6.292
1.450062,1.58,,,1.6,1.567
5.331368,5.08,,,5.4,5.38
1.5650001,1.57,,,1.5,1.55
3.7611172,3.7649999999999997,,,4.0,3.878
1.899578,1.87,,,1.9,1.87
4.880666,4.9,,,5.1,5.077
1.752656,1.74,,,1.7,1.735
4.668374,4.41,,,4.8,5.093
0.955,1.14,,,1.0,1.01
4.03867,4.050000000000001,,,4.2,4.182
1.341763,1.345,,,1.3,1.33
5.489936,5.075,,,5.2,5.65
1.834697,1.845,,,1.9,1.837
5.917774,5.48,,,6.1,6.207
1.33,1.545,,,1.4,1.415
3.465,3.4499999999999997,,,3.6,3.608
1.585231,1.59,,,1.6,1.6
4.396239,4.4,,,4.6,4.486
1.91805,2.1250000000000004,,,2.2,2.123
4.842163,4.605,,,5.0,5.701
1.6125,1.665,,1.6400000000000001,1.7,1.668
6.7570215,6.760000000000001,,6.640000000000001,6.9,6.899
2.166557,2.1450000000000005,,,2.2,2.174
9.849325,9.875,,,9.6,10.477
1.781273,1.78,,,1.8,1.803
8.517956,7.705,,,8.6,8.975
1.21,1.215,,,1.3,1.263
4.3928273,4.405,,,4.5,4.638
1.688139,1.765,,,1.8,1.735
6.419681,6.2250000000000005,,,6.5,6.663
2.703099,2.7600000000000002,,,2.9,2.815
6.866614,6.285,,,7.0,6.967
1.325,1.35,,,1.3,1.347
3.478291,3.4899999999999998,,,3.5,3.524
1.455986,1.455,,,1.5,1.448
4.793913,4.805000000000001,,,4.9,5.971
2.632169,2.6500000000000004,,,2.7,2.63
5.471629,5.155,,,5.6,6.258
2.405,2.43,,,2.4,2.41
5.3911845,5.430000000000001,,,5.5,5.549
1.345757,1.345,,,1.3,1.347
5.584,5.6000000000000005,,,5.7,5.735
2.128847,2.14,,,2.1,2.14
5.995805,5.735,,,6.1,6.173
1.225,1.24,,,1.2,1.246
5.515,5.300000000000001,,,5.6,5.566
1.532726,1.53,,3.06,1.5,1.533
7.368609,6.82,,6.66,7.5,7.507
2.105728,3.24,,,2.1,2.123
7.846504,7.300000000000001,,,7.9,8.435
1.59,1.785,,,1.7,1.634
5.4747279,5.4750000000000005,,,5.7,5.6
1.863428,1.885,,2.24,2.0,1.921
7.482097,7.170000000000001,,7.26,7.7,7.675
1.959022,2.1750000000000003,,,2.2,2.191
7.04898,6.15,,,7.2,7.321
1.425,1.47,,1.74,1.5,1.432
5.7456193,5.695,,5.74,5.9,5.802
2.371233,2.35,,6.66,2.4,2.393
9.031921,8.915,,8.72,9.2,9.177
1.999042,2.0050000000000003,,1.92,2.0,2.022
7.695618,7.37,,8.22,7.8,8.08
1.24,1.405,,,1.3,1.263
4.5918326,4.595000000000001,,,4.8,4.79
1.483377,1.55,,,1.5,1.55
7.126127,7.005000000000001,,,7.3,7.355
1.980499,2.225,,,2.0,2.039
6.646763,5.67,,,6.8,7.203
1.985,1.9949999999999999,,,2.0,2.005
5.349274,5.17,,,5.4,5.549
1.908107,1.89,,,1.9,1.904
6.68146,6.300000000000001,,,6.4,7.473
2.294827,2.29,,,2.3,2.343
6.688998,6.415,,,6.8,7.405
1.99,2.0300000000000002,,,2.0,2.005
5.5208016,5.5200000000000005,,,5.6,5.6
1.775572,1.77,,,1.9,1.769
6.821658,6.545000000000001,,,7.0,7.135
2.399546,2.41,,2.2800000000000002,2.5,2.461
7.328297,7.090000000000001,,7.9,7.4,7.928
1.355,1.555,,1.42,1.4,1.432
4.3939375,4.41,,5.38,4.6,4.553
1.689213,1.69,,,1.7,1.651
6.067562,6.095000000000001,,,6.2,6.292
2.249869,2.45,,,2.3,2.258
5.968427,5.3500000000000005,,,6.1,6.477
1.56,1.725,,1.92,1.6,1.634
5.4233806,5.42,,6.32,5.6,5.515
1.95286,1.945,,,2.0,1.955
7.652482,7.4350000000000005,,,7.8,7.912
1.924878,2.0900000000000003,,,2.0,1.938
7.024036,6.785,,,7.1,7.625
1.655,1.7,,,1.7,1.702
5.1766362,5.175000000000001,,,5.3,5.498
1.705265,1.785,,,1.8,1.803
6.850186,6.495,,,7.0,7.085
2.151179,2.2100000000000004,,,2.2,2.191
6.848529,5.61,,,6.8,7.372
1.97,2.0050000000000003,,2.04,2.0,1.988
7.9924088,7.995,,8.74,8.1,8.165
2.289569,2.4000000000000004,,2.38,2.4,2.41
12.122449,11.575,,8.16,12.3,12.282
2.099913,2.3200000000000003,,,2.1,2.14
10.654005,10.1,,,10.8,10.915
1.88,1.925,,,1.9,1.904
3.3869761,3.33,,,3.5,3.558
1.671202,1.74,,,1.8,1.752
3.801361,3.6149999999999998,,,3.9,4.013
2.290021,2.325,,,2.3,2.343
4.207695,4.135000000000001,,,4.3,4.537
2.4200001,2.4800000000000004,,2.6,2.5,0.031
6.6088084,6.45,,7.34,6.7,6.68
1.454875,1.475,,5.68,1.6,1.482
8.098526,7.83,,7.72,8.3,8.283
1.896004,1.935,,,2.0,1.921
7.595761,7.33,,,7.6,8.131
2.2149999,2.2700000000000005,,,2.3,2.275
6.478081,6.420000000000001,,,6.7,6.713
1.521484,1.525,,,1.6,1.55
7.535543,6.28,,,7.7,7.777
1.967184,2.2950000000000004,,,2.0,2.039
7.444636,7.380000000000001,,,7.6,7.979
1.59,1.645,,,1.6,1.6
3.7741622,3.7649999999999997,,,3.9,3.862
1.945484,1.97,,,2.0,1.955
4.806201,4.605,,,5.0,4.925
2.501998,2.54,,,2.5,2.545
5.430199,4.8500000000000005,,,5.5,5.482
1.625,1.65,,,1.7,1.651
5.8344362,5.795,,,6.0,5.988
1.731066,1.73,,,1.8,1.735
7.727535,7.105,,,7.8,7.844
1.908073,1.96,,,2.0,0.031
7.399307,6.795000000000001,,,7.5,7.422
1.3,1.295,,,1.4,1.313
6.1400218,6.0200000000000005,,,6.3,6.275
2.559184,2.6300000000000003,,2.5,2.7,2.647
9.80771,9.754999999999999,,9.38,9.9,11.405
1.83709,1.905,,,2.0,1.955
8.111565,7.285,,,8.2,8.468
1.3525,1.38,,1.8800000000000001,1.4,1.398
4.0988989,4.075,,3.94,4.3,4.165
2.121898,2.1100000000000003,,,2.2,2.14
6.550113,6.285,,,6.8,6.764
2.417089,2.41,,,2.4,2.41
6.080787,5.6450000000000005,,,6.2,6.292
